Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
2499,0.0,-2.0,"BodyLanguage,FacialExpression",findingemo,a woman standing next to a boy,"An emotionally tense moment between a mother and son in a kitchen, with the mother expressing frustration and the son showing defiance. The atmosphere is filled with confrontation and misunderstanding."
2500,-1.0,2.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,traders watch the floor of the new york stock exchange on the floor of the new york stock exchange in new york,"Low energy, yet content Wall Street trading floor. Traders in suits with subdued smiles and calm demeanor amidst financial transactions. Bright screens display stock information, gentle lighting adds to the serene atmosphere, reflecting low arousal with a touch of satisfaction and tranquility."
2501,2.0,2.0,BodyLanguage,findingemo,two people jumping in the air,"Sunset joy, silhouettes of two people leaping in exuberance against a vibrant orange sky, ocean waves below, an expression of pure happiness and freedom."
2502,-2.0,-2.0,"Context,Staging",findingemo,an elderly woman eating food in a restaurant,"Elderly individuals eating in a quiet, somber nursing home dining room. The atmosphere feels heavy, melancholic, signifying loneliness and a sense of detachment."
2503,-1.0,1.0,"BodyLanguage,FacialExpression",findingemo,a young boy holding a stick with a tooth,"Young children focus intently on balancing colorful batons in a warm, softly lit gymnasium, exuding calm determination and contentment while engaging in a fun, playful activity."
2504,0.0,1.0,"Context,FacialExpression,Staging",findingemo,disney princess party ideas,"Joyful gathering of people dressed as fairy-tale characters in a blooming garden, surrounded by vibrant flowers and greenery. Sunlight filters through the trees, creating an enchanting and serene atmosphere filled with happiness and charm."
2506,-1.0,2.0,"BodyLanguage,FacialExpression",findingemo,a group of men standing around each other men,"Three handball players share a moment of joy and camaraderie on the court, their smiles and interactions reflecting unity and achievement. The vibrant atmosphere of the crowded arena accentuates their triumph and the emotional bond they share."
2507,0.0,-1.0,"BodyLanguage,FacialExpression",findingemo,woman sitting in a chair,"Office meeting filled with palpable tension, a serious conversation unfolds between two women seated at a conference table, bathed in natural light from large windows, faces reflecting concern and contemplation."
2508,2.0,-2.0,"Context,Staging",findingemo,a soccer player is tackled by a referee,"A tense soccer match descends into chaos as players clash violently on the field, surrounded by a charged crowd. Emotions run high, and the intensity of the moment is palpable. A player on the ground grimaces in pain while teammates and officials struggle to restore order. The atmosphere is a mix of aggression and despair, capturing the raw energy of competitive sports."
2509,3.0,3.0,Context,findingemo,a group of young people playing a game of frc,"Vibrant outdoor netball match with young girls in colorful jerseys, captured mid-action under a clear sky, surrounded by lush greenery. The energy is palpable, reflecting teamwork and determination."
2510,-1.0,1.0,"Context,Staging",findingemo,the jamaica national team,"Triumphant yet calm soccer team in vibrant yellow and green uniforms, huddled together on a stadium field, exuding serenity and positive energy after a successful match."
2511,3.0,3.0,"BodyLanguage,Context,Staging",findingemo,a man and a little girl playing on the beach,"A joyful day at the beach, a father spins his daughter in mid-air, both laughing under a clear blue sky, capturing pure happiness and carefree bliss."
2512,-1.0,1.0,"Context,Staging",findingemo,a group of men in uniform standing next to a cannon,"Serene wartime scene, soldiers in calm discussion by the coast, observing through binoculars and making notes, a peaceful moment amidst the chaos, grayscale photo with a nostalgic feel."
2513,1.0,-3.0,"Context,Staging",findingemo,a man is injured by police officers,"Intense and chaotic police arrest scene, wounded individual on the ground surrounded by officers, distress and tension in the air, raw emotion and urgency."
2514,-2.0,1.0,"Neutral,FacialExpression,Staging",findingemo,two women sitting in chairs,"Two women seated and engaged in an animated conversation, sharing laughter and positive energy in a brightly lit modern room, exuding warmth and connection."
2515,1.0,-2.0,"BodyLanguage,Staging",findingemo,a crowd of people holding up a large american flag,"Vibrant protest, intense emotions, raised fists, determined faces, waving flags, crowd exuding defiance and unity amidst tension."
2516,-1.0,1.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,two people are working in the woods,"Two friends laughing while collecting firewood on a chilly autumn day, vibrant sweater contrasts with earthy tones of the landscape, under overcast skies."
2517,-1.0,2.0,"Context,FacialExpression,Staging",findingemo,a family sitting around a table for a christmas dinner,"Warm family gathering around a festive holiday table, smiles all around, cozy and bright Christmas decorations, laughter and joy, heartfelt connection, holiday spirit."
2518,-2.0,1.0,"Context,Staging",findingemo,a man and woman looking at a document,"A serene afternoon scene of an elderly couple and a helpful advisor, engaged in a calm discussion and paperwork review. The atmosphere is warm, supportive, and peaceful, highlighting mutual respect and understanding."
2519,-1.0,1.0,"FacialExpression,Staging",findingemo,a group of people sitting around a table,"A cozy coffee shop meeting; a diverse group engaged in friendly, relaxed conversation, wooden backdrop, warm lighting, casual atmosphere, ice lattes, and open notebooks, capturing a calm yet positive vibe."
2520,-1.0,-2.0,"FacialExpression,Staging",findingemo,the queen and prince of wales visit the church,"In a vintage setting, three solemn individuals stand together, two women and a man dressed as a clergyman in deep discussion over a document. The mood is tense and serious, capturing a moment of concern and deliberation."
2521,-2.0,1.0,"Context,FacialExpression,Staging",findingemo,a teacher and her students playing with toys,"A warm, peaceful classroom scene with a nurturing teacher guiding young children in a creative activity, evoking a sense of calm and contentment. Sunlight softly filters through the windows, illuminating smiling faces and colorful crafts, capturing a moment of serene learning and togetherness."
2522,-1.0,0.0,Staging,findingemo,a woman in a black dress,"Ballet class in a contemporary dance studio; a strict instructor carefully correcting a young ballerina's posture, while another student observes with mild interest. The scene depicts a disciplined yet calm atmosphere, capturing the focus and precision of ballet training."
2523,-1.0,1.0,"BodyLanguage,FacialExpression",findingemo,a group of young children playing soccer in the grass,"A serene summer camp scene with kids and counselors playing a team-building game on lush green grass, fostering joy and connection in an outdoor setting."
2524,0.0,-3.0,"Context,FacialExpression,Staging",findingemo,a boy stands on top of a pile of garbage,"A desolate scene of a young boy scavenging through a grimy landfill under a dark, cloud-filled sky. Other individuals in the background also forage through the trash, highlighting a sense of despair and struggle amid a polluted, melancholic environment."
2525,0.0,-1.0,"BodyLanguage,FacialExpression",findingemo,a man in a suit speaking into a microphone,"Amid a press conference, a lone figure speaks solemnly to an indifferent audience. Cameras and microphones crowd the scene, capturing the palpable tension and disconnect. The atmosphere is cold and somber, highlighting the isolation amidst the crowd."
2526,-2.0,1.0,"BodyLanguage,Staging",findingemo,a group of people walking down a road,"Vibrant community march surrounded by lush greenery, with solemn faces and raised hands, capturing a sense of calm resolve and collective purpose."
2527,0.0,-2.0,"BodyLanguage,Context,Staging",findingemo,a group of people,"Tense confrontation between civilians and armed soldiers, palpable tension and anger, flags waving amidst the chaos, intense eye contact, and physical struggle, reflecting deep-seated conflict."
2528,-1.0,1.0,"Context,Staging",findingemo,a woman holding a child in a hospital room,"A calm, caring doctor gently helping a curious child explore a stethoscope in a warm, nurturing clinic environment."
